Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position
kürschner-c-arap-2-classic-ud-teli,Kürschner C-Arap 2 Classic Ud Teli,"<p data-start=""46"" data-end=""400"" class="""">✅ <strong data-start=""48"" data-end=""70"">Profesyonel kalite</strong> – Uzun ömürlü ve dayanıklı yapıya sahip.<br data-start=""111"" data-end=""114"" />✅ <strong data-start=""116"" data-end=""139"">Zengin ve derin ton</strong> – Arap müziğine uygun sıcak ve güçlü ses karakteri.<br data-start=""191"" data-end=""194"" />✅ <strong data-start=""196"" data-end=""226"">Mükemmel akort stabilitesi</strong> – Hızlı oturur, uzun süre akort tutar.<br data-start=""265"" data-end=""268"" />✅ <strong data-start=""270"" data-end=""291"">Optimum gerginlik</strong> – Rahat çalım ve esnek yapı sunar.<br data-start=""326"" data-end=""329"" />✅ <strong data-start=""331"" data-end=""351"">Tam set (11 tel)</strong> – Arap ud düzenine özel olarak tasarlanmıştır.</p>
<p data-start=""42"" data-end=""348"" class=""""></p>
<p data-start=""402"" data-end=""499"" class="""">Arap müziği için ideal, profesyonel müzisyenler tarafından tercih edilen premium bir tel setidir.</p>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,3453453454,48,deny,manual,499.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/436/1a83f586-9371-4009-928d-5de8402658b4.jpg?revision=1742907922,
kürschner-c-ff--classic-ud-teli,Kürschner C-FF  Classic Ud Teli,"<p data-start=""42"" data-end=""365"" class="""">✅ <strong data-start=""44"" data-end=""66"">Profesyonel kalite</strong> – Dayanıklı ve uzun ömürlü yapı.<br data-start=""99"" data-end=""102"" />✅ <strong data-start=""104"" data-end=""129"">Zengin ve dengeli ton</strong> – Net, güçlü ve sıcak ses karakteri.<br data-start=""166"" data-end=""169"" />✅ <strong data-start=""171"" data-end=""201"">Mükemmel akort stabilitesi</strong> – Hızlı oturur, uzun süre akort tutar.<br data-start=""240"" data-end=""243"" />✅ <strong data-start=""245"" data-end=""266"">Optimum gerginlik</strong> – Rahat çalım ve esnek yapı sağlar.<br data-start=""302"" data-end=""305"" />✅ <strong data-start=""307"" data-end=""327"">Tam set (11 tel)</strong> – Farklı akort sistemlerine uyumlu.</p>
<p data-start=""367"" data-end=""442"" class="""">Hem sahne hem de stüdyo kullanımı için ideal, üst düzey bir ud tel setidir.</p>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,3453453455,47,deny,manual,499.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/437/1a83f586-9371-4009-928d-5de8402658b4.jpg?revision=1742908000,
mh400-profesyonel-ud,MH400 PROFESYONEL UD,"<p data-start=""36"" data-end=""374"" class="""">MH400, <strong data-start=""110"" data-end=""144"">sıcak ve dengeli ton yapısıyla</strong> hem sahne performansları hem de profesyonel kayıtlar için ideal bir ud modelidir. <strong data-start=""227"" data-end=""258"">Türk ve Arap müziğine uygun</strong> olarak tasarlanan bu enstrüman, <strong data-start=""291"" data-end=""327"" data-is-only-node="""">zengin ve derin ses karakteriyle</strong> müzisyenlere üstün bir çalma deneyimi sunar.</p>
<h3 data-start=""376"" data-end=""406"" class=""""><strong data-start=""380"" data-end=""404"">ÖNE ÇIKAN ÖZELLİKLER</strong></h3>
<p data-start=""407"" data-end=""1182"" class="""">✅ <strong data-start=""409"" data-end=""419"">Kapak:</strong> <strong data-start=""420"" data-end=""429"">Ladin</strong> – Güçlü rezonans ve berrak ses üretimi.<br data-start=""469"" data-end=""472"" />✅ <strong data-start=""474"" data-end=""484"" data-is-only-node="""">Tekne:</strong> <strong data-start=""485"" data-end=""510"">Maun &amp; Ceviz Karışımı</strong> – Tonal zenginlik ve dengeli ses karakteri sağlar.<br data-start=""561"" data-end=""564"" />✅ <strong data-start=""566"" data-end=""588"">Klavye &amp; Burgular:</strong> <strong data-start=""589"" data-end=""599"">Abanoz</strong> – Dayanıklı yapı ve hassas akort imkanı.<br data-start=""640"" data-end=""643"" />✅ <strong data-start=""645"" data-end=""658"">Üst Eşik:</strong> <strong data-start=""659"" data-end=""668"">Kemik</strong> – Tellerin titreşimini en iyi şekilde ileterek güçlü ve dolgun ton sunar.<br data-start=""742"" data-end=""745"" />✅ <strong data-start=""747"" data-end=""758"">Teller:</strong> <strong data-start=""759"" data-end=""772"">Kürschner</strong> – Profesyonel müzisyenlerin tercihi, uzun ömürlü ve kaliteli tel seti.<br data-start=""843"" data-end=""846"" />✅ <strong data-start=""848"" data-end=""861"">Sap Boyu:</strong> <strong data-start=""862"" data-end=""873"">19,5 cm</strong> – Ergonomik tasarım, rahat çalım ve mükemmel denge.<br data-start=""925"" data-end=""928"" />✅ <strong data-start=""930"" data-end=""954"">Parlak ve Doygun Ses</strong> – Hem solo hem de eşlik için mükemmel frekans dengesi.<br data-start=""1009"" data-end=""1012"" />✅ <strong data-start=""1014"" data-end=""1042"">El Yapımı &amp; Özel İşçilik</strong> – Usta zanaatkarlar tarafından titizlikle üretilmiştir.</p>
<p data-start=""0"" data-end=""59"" class="""">✅ <strong data-start=""1103"" data-end=""1130"">Hafif ve Dayanıklı Yapı</strong> – Konforlu bir çalma deneyimi için ideal tasarım.✅ <strong data-start=""488"" data-end=""498"">Teller</strong>: Kürschner – Yüksek kalite, profesyonel müzisyenler için ideal dayanıklı tel seti, uzun süreli kullanım sağlar.</p>
<p data-start=""61"" data-end=""1151"" class="""">✅ <strong data-start=""615"" data-end=""627"">Sap Boyu</strong>: 19 cm – Ergonomik tasarım, rahat çalım ve mükemmel denge sağlar, kolay çalınabilir.<br data-start=""712"" data-end=""715"" />✅ <strong data-start=""717"" data-end=""741"">Zengin ve Doygun Ses</strong> – Geniş frekans aralığı ile hem solo hem de eşlik için dengeli ses tonları sunar.<br data-start=""823"" data-end=""826"" />✅ <strong data-start=""828"" data-end=""843"">Şık Tasarım</strong> – Modern çizgiler ve zarif detaylarla öne çıkar, görsel olarak dikkat çeker.<br data-start=""920"" data-end=""923"" />✅ <strong data-start=""925"" data-end=""938"">El Yapımı</strong> – Her detay özenle işlenmiş, yüksek kalite işçilikle üretilmiştir, benzersiz bir enstrümandır.<br data-start=""1033"" data-end=""1036"" />✅ <strong data-start=""1038"" data-end=""1061"">Koleksiyonluk Değer</strong> – Hem müzikseverler hem de koleksiyoncular için eşsiz bir enstrüman, değerli bir parça.</p>",,Ud Çeşitleri,,TRUE,Title,Default Title,2554564,5,deny,manual,27083.333,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/438/79dd963d-feb3-43cb-be9d-58601d06d6f5.jpg?revision=1743057305,
özten-ud-teli̇-109,ÖZTEN UD TELİ 109,"Profesyonel müzisyenler ve öğrenciler için <strong data-start=""72"" data-end=""92"">özenle üretilmiş</strong> olan Özten 109 ud teli, <strong data-start=""117"" data-end=""143"">net ve dengeli bir ses</strong> sunar. <strong data-start=""151"" data-end=""174"">Dayanıklı malzemesi</strong> sayesinde uzun ömürlü kullanım sağlar ve akordu uzun süre korur. <strong data-start=""240"" data-end=""258"">Yumuşak dokusu</strong> ile rahat bir çalım deneyimi sunarak, her seviyeden ud icracısı için <strong data-start=""328"" data-end=""351"">ideal bir seçimdir.</strong> ",,Aksesuarlar,,TRUE,Title,Default Title,6156165,50,deny,manual,666.666,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/439/110000142778797.jpg?revision=1743057849,
özten-ud-teli̇-arap-2,ÖZTEN UD TELİ ARAP 2,"<p data-start=""0"" data-end=""66"" class=""""><strong data-start=""71"" data-end=""96"">Otantik Arap Tonları:</strong> Doğal ve zengin ses yapısıyla <strong data-start=""127"" data-end=""153"">geleneksel Arap müziği</strong> için özel olarak üretilmiştir.<br data-start=""184"" data-end=""187"" /><strong data-start=""190"" data-end=""212"">Dayanıklı Malzeme:</strong> <strong data-start=""213"" data-end=""254"">Uzun ömürlü ve kopmaya karşı dirençli</strong> yapısıyla stabil bir çalım sunar.<br data-start=""288"" data-end=""291"" /><strong data-start=""294"" data-end=""316"">Üstün Akort Tutma:</strong> Profesyonel müzisyenlerin tercihi, <strong data-start=""352"" data-end=""387"">kararlı akort ve güçlü rezonans</strong> sağlar.<br data-start=""395"" data-end=""398"" /><strong data-start=""401"" data-end=""421"">Yumuşak Dokunuş:</strong> Parmak dostu tasarımı sayesinde <strong data-start=""454"" data-end=""485"">konforlu bir çalım deneyimi</strong> sunar.</p>",,Aksesuarlar,,TRUE,Title,Default Title,6156165,50,deny,manual,666.666,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/440/110000142778797.jpg?revision=1743057956,
özten-ud-teli̇-ff,ÖZTEN UD TELİ FF,"<p data-start=""0"" data-end=""66"" class=""""><strong data-start=""63"" data-end=""93"">Kristal Berraklığında Ses:</strong> Net, parlak ve güçlü tınılar ile <strong data-start=""127"" data-end=""165"">profesyonel müzisyenlerin tercihi.</strong><br data-start=""165"" data-end=""168"" data-is-only-node="""" /><strong data-start=""171"" data-end=""199"">Dayanıklı ve Esnek Yapı:</strong> <strong data-start=""200"" data-end=""225"">Uzun ömürlü malzemesi</strong> sayesinde kopmaya karşı dirençlidir.<br data-start=""262"" data-end=""265"" /><strong data-start=""268"" data-end=""293"">Mükemmel Akort Tutma:</strong> <strong data-start=""294"" data-end=""334"">Stabil ses dengesi ve güçlü rezonans</strong> sunar.<br data-start=""341"" data-end=""344"" /><strong data-start=""347"" data-end=""375"">Konforlu Çalım Deneyimi:</strong> <strong data-start=""376"" data-end=""394"">Yumuşak dokusu</strong> ile rahat bir performans sağlar.<br data-start=""427"" data-end=""430"" /><strong data-start=""433"" data-end=""453"">Her Tarza Uygun:</strong> Hem <strong data-start=""458"" data-end=""485"">Türk hem de Arap müziği</strong> için ideal bir seçim.</p>",,Aksesuarlar,,TRUE,Title,Default Title,6156165,50,deny,manual,666.666,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/441/110000142778797.jpg?revision=1743078345,
aurora-arap-profesyonel-ud-teli-premium,Aurora Arap Profesyonel Ud Teli Premium,"<div style=""text-align: left;""><span style=""font-size: 18pt;""><strong>                                                                                <br /></strong>Aurora Arap 2 Ud Teli, otantik Arap müziği tonlarını en iyi şekilde yansıtmak için özel olarak tasarlanmıştır. Yüksek kaliteli malzemelerden üretilen bu teller, sıcak ve derin ses tonlarıyla müzikal deneyiminizi bir üst seviyeye taşır. Uzun ömürlü yapısı sayesinde akort stabilitesini koruyarak çalım esnasında maksimum performans sunar. Profesyonel ve amatör ud sanatçıları için ideal olan Aurora Arap 2, geleneksel tınıyı modern teknolojiyle birleştirerek mükemmel bir çalım deneyimi sunar.<strong></strong></span></div>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,46456546456,50,deny,manual,665.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/442/110000425697009.jpg?revision=1743078546,
aurora-f/f--profesyonel-ud-teli-premium,Aurora F/F  Profesyonel Ud Teli Premium,"<div style=""text-align: left;""><span style=""font-size: 18pt;""><strong>                                                                                </strong>Aurora FF ud teli, profesyonel ve amatör müzisyenler için özel olarak tasarlanmış, yüksek kaliteli malzemelerden üretilmiştir. Mükemmel ses dengesi ve uzun ömürlü kullanım sunarak, udunuzdan en iyi performansı almanıza yardımcı olur.<br /></span></div>
<p data-start=""297"" data-end=""755"" class=""""><strong data-start=""299"" data-end=""328"">Zengin ve Dengeli Tonlar:</strong> Geniş frekans aralığı ile sıcak ve berrak ses sağlar.<br data-start=""382"" data-end=""385"" /><strong data-start=""387"" data-end=""409"" data-is-only-node="""">Dayanıklı Malzeme:</strong> Yüksek kaliteli naylon ve metal alaşımı sayesinde uzun ömürlüdür.<br data-start=""475"" data-end=""478"" /><strong data-start=""480"" data-end=""497"">Stabil Akort:</strong> Akort tutma kabiliyeti yüksek, profesyonel kullanım için idealdir.<br data-start=""564"" data-end=""567"" /><strong data-start=""569"" data-end=""588"">Konforlu Çalım:</strong> Parmak dostu yapısıyla rahat ve pürüzsüz bir çalım deneyimi sunar.<br data-start=""655"" data-end=""658"" /><strong data-start=""660"" data-end=""690"">Geleneksel ve Modern Uyum:</strong> Arap, Türk ve klasik müzik stilleri için mükemmel uyum sağlar.</p>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,46456546456545,50,deny,manual,665.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/443/110000425697009.jpg?revision=1743078639,
aurora-lute-premi̇um-09-ud-teli̇,AURORA LUTE PREMİUM 09 UD TELİ,"<p data-start=""0"" data-end=""75"" class=""""><strong data-start=""0"" data-end=""73"">Aurora Lute Premium 09 Ud Teli – Üst Düzey Performans ve Dayanıklılık</strong></p>
<p data-start=""77"" data-end=""591"" class=""""><strong data-start=""79"" data-end=""99"">Premium Malzeme:</strong> Özel alaşımlı teller sayesinde uzun ömürlü ve dengeli ses performansı sunar.<br data-start=""176"" data-end=""179"" /><strong data-start=""181"" data-end=""207"">Zengin ve Dengeli Ton:</strong> Profesyonel müzisyenler için geliştirilmiş, net ve parlak bir ton üretir.<br data-start=""281"" data-end=""284"" /><strong data-start=""286"" data-end=""317"">Mükemmel Akort Stabilitesi:</strong> Uzun süreli çalımda bile akort kaçırmayan yüksek stabiliteye sahiptir.<br data-start=""388"" data-end=""391"" /><strong data-start=""393"" data-end=""423"">Yumuşak ve Konforlu Çalım:</strong> Parmak dostu yapısı sayesinde rahat bir çalım deneyimi sunar.<br data-start=""485"" data-end=""488"" /><strong data-start=""490"" data-end=""510"">Her Tarza Uygun:</strong> Hem klasik Türk müziği hem de Arap müziği için ideal ses karakterine sahiptir.</p>",,Aksesuarlar,,TRUE,Title,Default Title,6456456,15,deny,manual,916.666,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/444/71cdn-7zlvl.jpg?revision=1743078907,
aurora-lute-premi̇um-arap-ud-teli̇,AURORA LUTE PREMİUM ARAP UD TELİ,"<ul>
<li data-start=""53"" data-end=""135"" class="""">
<p data-start=""56"" data-end=""135"" class=""""><strong data-start=""56"" data-end=""81"">Yüksek Kalite Malzeme</strong>: Uzun ömürlü ve dayanıklı malzemelerden üretilmiştir.</p>
</li>
<li data-start=""136"" data-end=""248"" class="""">
<p data-start=""139"" data-end=""248"" class=""""><strong data-start=""139"" data-end=""160"">Net ve Zengin Ses</strong>: Arap müziğine özgü tonları net ve parlak bir şekilde yansıtarak zengin bir ses sağlar.</p>
</li>
<li data-start=""249"" data-end=""351"" class="""">
<p data-start=""252"" data-end=""351"" class=""""><strong data-start=""252"" data-end=""279"">Geleneksel Akustik Yapı</strong>: Udun doğal sesini koruyarak geleneksel tınıları en iyi şekilde iletir.</p>
</li>
<li data-start=""352"" data-end=""432"" class="""">
<p data-start=""355"" data-end=""432"" class=""""><strong data-start=""355"" data-end=""379"">Kolay Takılabilirlik</strong>: Kolayca takılıp sökülebilir, pratik kullanım sunar.</p>
</li>
<li data-start=""433"" data-end=""544"" class="""">
<p data-start=""436"" data-end=""544"" class=""""><strong data-start=""436"" data-end=""460"">Uzun Süreli Kullanım</strong>: Dayanıklı yapısı sayesinde uzun süre dayanır, sık sık değiştirmeye gerek duyulmaz.</p>
</li>
<li data-start=""545"" data-end=""665"" class="""">
<p data-start=""548"" data-end=""665"" class=""""><strong data-start=""548"" data-end=""574"">Arap Müziği İçin İdeal</strong>: Arap müziği çalanlar için özel olarak tasarlanmış, geleneksel ses özelliklerine sahiptir.</p>
</li>
</ul>",,Aksesuarlar,,TRUE,Title,Default Title,64564565,14,deny,manual,916.666,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/445/71cdn-7zlvl.jpg?revision=1743079003,
sultan-softcase-ud-kilifi-01-seri̇si̇,SULTAN SOFTCASE UD KILIFI 01 SERİSİ,"<ul>
<li data-start=""79"" data-end=""201"" class="""">
<p data-start=""82"" data-end=""201"" class=""""><strong data-start=""82"" data-end=""99"">Yüksek Koruma</strong>: 3 cm kalınlığındaki sünger dolgusu, udunuzu darbelerden, çizilmelere ve diğer dış etkenlerden korur.</p>
</li>
<li data-start=""202"" data-end=""324"" class="""">
<p data-start=""205"" data-end=""324"" class=""""><strong data-start=""205"" data-end=""229"">Hafif ve Taşınabilir</strong>: Soft case tasarımı, geleneksel sert kılıflara göre daha hafif olup taşıması oldukça kolaydır.</p>
</li>
<li data-start=""325"" data-end=""464"" class="""">
<p data-start=""328"" data-end=""464"" class=""""><strong data-start=""328"" data-end=""351"">Dayanıklı Dış Yüzey</strong>: Sağlam dış kumaş, uzun süreli kullanım için dayanıklı ve suya karşı dirençlidir, udunuzu dış etkenlerden korur.</p>
</li>
<li data-start=""465"" data-end=""595"" class="""">
<p data-start=""468"" data-end=""595"" class=""""><strong data-start=""468"" data-end=""490"">İç Yumuşak Kaplama</strong>: İç yüzeydeki yumuşak astar, udunuzu çizilmelere karşı korurken, enstrümanınızın yüzeyini güvenle sarar.</p>
</li>
<li data-start=""596"" data-end=""732"" class="""">
<p data-start=""599"" data-end=""732"" class=""""><strong data-start=""599"" data-end=""626"">Ayrılabilir Omuz Askısı</strong>: Konforlu taşımayı sağlamak için ayarlanabilir ve çıkarılabilir omuz askısı ile kullanımı pratikleştirir.</p>
</li>
<li data-start=""733"" data-end=""865"" class="""">
<p data-start=""736"" data-end=""865"" class=""""><strong data-start=""736"" data-end=""759"">Pratik Cep Tasarımı</strong>: Ekstra aksesuarlarınızı taşımak için pratik dış cepler sunar, örneğin teli, pena veya akort cihazı gibi.</p>
</li>
</ul>",,Aksesuarlar,,TRUE,Title,Default Title,165113521,99,deny,manual,625.0,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/446/dscf6380.JPG?revision=1743079496,
ai̇ersi̇-keman-06-fi̇bercase-blue,AİERSİ KEMAN 06 FİBERCASE BLUE,"<p data-start=""0"" data-end=""55"" class=""""><strong data-start=""0"" data-end=""53"">Fiber Keman Case – Hafif, Dayanıklı ve Şık Koruma</strong></p>
<p data-start=""57"" data-end=""602"" class=""""><strong data-start=""59"" data-end=""87"">Dayanıklı Fiber Malzeme:</strong> Dış yüzeyi darbeye ve çizilmelere karşı dirençli fiber malzemeden üretilmiştir.<br data-start=""167"" data-end=""170"" /><strong data-start=""172"" data-end=""197"">Hafif ve Taşınabilir:</strong> Uzun süre taşıma kolaylığı sağlayan ergonomik ve hafif tasarım.<br data-start=""261"" data-end=""264"" /><strong data-start=""266"" data-end=""283"">Güçlü Koruma:</strong> İç kısmındaki yumuşak kaplama, kemanınızı çizilmelere ve darbelere karşı maksimum korur.<br data-start=""372"" data-end=""375"" /><strong data-start=""377"" data-end=""404"">Suya ve Neme Dayanıklı:</strong> Farklı hava koşullarına karşı enstrümanınızı güvenle muhafaza eder.<br data-start=""472"" data-end=""475"" /><strong data-start=""477"" data-end=""507"">Ekstra Aksesuar Bölmeleri:</strong> Yay, reçine ve diğer küçük aksesuarlarınızı rahatça saklayabileceğiniz özel bölmeler içerir.</p>",,Aksesuarlar,,TRUE,Title,Default Title,15165156165,1,deny,manual,5833.333,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/447/8860142b-1692-4bfb-956c-46d729e8159e.jpg?revision=1743664431,
ai̇ersi̇-keman-06-fi̇bercase-white,AİERSİ KEMAN 06 FİBERCASE WHITE,"<p data-start=""0"" data-end=""55"" class=""""><strong data-start=""0"" data-end=""53"">Fiber Keman Case – Hafif, Dayanıklı ve Şık Koruma</strong></p>
<p data-start=""57"" data-end=""602"" class=""""><strong data-start=""59"" data-end=""87"">Dayanıklı Fiber Malzeme:</strong> Dış yüzeyi darbeye ve çizilmelere karşı dirençli fiber malzemeden üretilmiştir.<br data-start=""167"" data-end=""170"" /><strong data-start=""172"" data-end=""197"">Hafif ve Taşınabilir:</strong> Uzun süre taşıma kolaylığı sağlayan ergonomik ve hafif tasarım.<br data-start=""261"" data-end=""264"" /><strong data-start=""266"" data-end=""283"">Güçlü Koruma:</strong> İç kısmındaki yumuşak kaplama, kemanınızı çizilmelere ve darbelere karşı maksimum korur.<br data-start=""372"" data-end=""375"" /><strong data-start=""377"" data-end=""404"">Suya ve Neme Dayanıklı:</strong> Farklı hava koşullarına karşı enstrümanınızı güvenle muhafaza eder.<br data-start=""472"" data-end=""475"" /><strong data-start=""477"" data-end=""507"">Ekstra Aksesuar Bölmeleri:</strong> Yay, reçine ve diğer küçük aksesuarlarınızı rahatça saklayabileceğiniz özel bölmeler içerir.</p>",,Aksesuarlar,,TRUE,Title,Default Title,1516515616555,1,deny,manual,5833.333,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/448/4f6fec8a-8056-42e1-ab23-c7a35fd3dbf8.jpg?revision=1743664417,
ai̇ersi̇-keman--06-fi̇bercase-bronz,AİERSİ KEMAN  06 FİBERCASE BRONZ,"<p data-start=""0"" data-end=""55"" class=""""><strong data-start=""0"" data-end=""53"">Fiber Keman Case – Hafif, Dayanıklı ve Şık Koruma</strong></p>
<p data-start=""57"" data-end=""602"" class=""""><strong data-start=""59"" data-end=""87"">Dayanıklı Fiber Malzeme:</strong> Dış yüzeyi darbeye ve çizilmelere karşı dirençli fiber malzemeden üretilmiştir.<br data-start=""167"" data-end=""170"" /><strong data-start=""172"" data-end=""197"">Hafif ve Taşınabilir:</strong> Uzun süre taşıma kolaylığı sağlayan ergonomik ve hafif tasarım.<br data-start=""261"" data-end=""264"" /><strong data-start=""266"" data-end=""283"">Güçlü Koruma:</strong> İç kısmındaki yumuşak kaplama, kemanınızı çizilmelere ve darbelere karşı maksimum korur.<br data-start=""372"" data-end=""375"" /><strong data-start=""377"" data-end=""404"">Suya ve Neme Dayanıklı:</strong> Farklı hava koşullarına karşı enstrümanınızı güvenle muhafaza eder.<br data-start=""472"" data-end=""475"" /><strong data-start=""477"" data-end=""507"">Ekstra Aksesuar Bölmeleri:</strong> Yay, reçine ve diğer küçük aksesuarlarınızı rahatça saklayabileceğiniz özel bölmeler içerir.</p>",,Aksesuarlar,,TRUE,Title,Default Title,34354354,1,deny,manual,5833.333,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/449/bb2611ed-854e-4cc8-a2ee-3fbc6b55da4d.jpg?revision=1743664404,
ai̇ersi̇-keman-06-fi̇bercase-metalli̇c,AİERSİ KEMAN 06 FİBERCASE METALLİC,"<p data-start=""0"" data-end=""55"" class=""""><strong data-start=""0"" data-end=""53"">Fiber Keman Case – Hafif, Dayanıklı ve Şık Koruma</strong></p>
<p data-start=""57"" data-end=""602"" class=""""><strong data-start=""59"" data-end=""87"">Dayanıklı Fiber Malzeme:</strong> Dış yüzeyi darbeye ve çizilmelere karşı dirençli fiber malzemeden üretilmiştir.<br data-start=""167"" data-end=""170"" /><strong data-start=""172"" data-end=""197"">Hafif ve Taşınabilir:</strong> Uzun süre taşıma kolaylığı sağlayan ergonomik ve hafif tasarım.<br data-start=""261"" data-end=""264"" /><strong data-start=""266"" data-end=""283"">Güçlü Koruma:</strong> İç kısmındaki yumuşak kaplama, kemanınızı çizilmelere ve darbelere karşı maksimum korur.<br data-start=""372"" data-end=""375"" /><strong data-start=""377"" data-end=""404"">Suya ve Neme Dayanıklı:</strong> Farklı hava koşullarına karşı enstrümanınızı güvenle muhafaza eder.<br data-start=""472"" data-end=""475"" /><strong data-start=""477"" data-end=""507"">Ekstra Aksesuar Bölmeleri:</strong> Yay, reçine ve diğer küçük aksesuarlarınızı rahatça saklayabileceğiniz özel bölmeler içerir.</p>",,Aksesuarlar,,TRUE,Title,Default Title,34354364565454,1,deny,manual,5833.333,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/450/ef4a0331-f8b4-4d9b-88ca-d7efffc8f689.jpg?revision=1743664394,
ai̇ersi̇-keman-06-fi̇bercase-red,AİERSİ KEMAN 06 FİBERCASE RED,"<p data-start=""0"" data-end=""55"" class=""""><strong data-start=""0"" data-end=""53"">Fiber Keman Case – Hafif, Dayanıklı ve Şık Koruma</strong></p>
<p data-start=""57"" data-end=""602"" class=""""><strong data-start=""59"" data-end=""87"">Dayanıklı Fiber Malzeme:</strong> Dış yüzeyi darbeye ve çizilmelere karşı dirençli fiber malzemeden üretilmiştir.<br data-start=""167"" data-end=""170"" /><strong data-start=""172"" data-end=""197"">Hafif ve Taşınabilir:</strong> Uzun süre taşıma kolaylığı sağlayan ergonomik ve hafif tasarım.<br data-start=""261"" data-end=""264"" /><strong data-start=""266"" data-end=""283"">Güçlü Koruma:</strong> İç kısmındaki yumuşak kaplama, kemanınızı çizilmelere ve darbelere karşı maksimum korur.<br data-start=""372"" data-end=""375"" /><strong data-start=""377"" data-end=""404"">Suya ve Neme Dayanıklı:</strong> Farklı hava koşullarına karşı enstrümanınızı güvenle muhafaza eder.<br data-start=""472"" data-end=""475"" /><strong data-start=""477"" data-end=""507"">Ekstra Aksesuar Bölmeleri:</strong> Yay, reçine ve diğer küçük aksesuarlarınızı rahatça saklayabileceğiniz özel bölmeler içerir.</p>",,Aksesuarlar,,TRUE,Title,Default Title,89489465,1,deny,manual,5833.333,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/451/36930155-b28c-4f30-97bf-fd4682a84f82.jpg?revision=1743664383,
ai̇ersi̇--3-şi̇freli̇-keman-fi̇bercase04w,AİERSİ  3 ŞİFRELİ KEMAN FİBERCASE04W,"<p data-start=""68"" data-end=""403"" class=""""><strong data-start=""71"" data-end=""175"">Profesyonel keman sanatçıları ve öğrencileri için özel olarak tasarlanmış 3 şifreli keman fiber case</strong>, enstrümanınızı maksimum güvenlik ile korur. Hafif ve dayanıklı fiber malzemesi sayesinde taşıması kolaydır ve uzun ömürlü kullanım sunar. Şifreli kilit sistemi ile ekstra güvenlik sağlayarak kemanınızı dış etkenlerden korur.</p>
<h4 data-start=""405"" data-end=""437"" class=""""><strong data-start=""410"" data-end=""435"">Öne Çıkan Özellikler:</strong></h4>
<p data-start=""438"" data-end=""898"" class=""""><strong data-start=""440"" data-end=""468"">Üç Şifreli Kilit Sistemi</strong> – Yüksek güvenlik sağlayarak enstrümanınızı hırsızlığa ve açılmalara karşı korur.<br data-start=""550"" data-end=""553"" /><strong data-start=""555"" data-end=""570"">Fiber Gövde</strong> – Dayanıklı ve hafif yapısıyla darbelere karşı üstün koruma sunar.<br data-start=""637"" data-end=""640"" /><strong data-start=""642"" data-end=""668"">Suya ve Toza Dayanıklı</strong> – Enstrümanınızı her koşulda güvende tutar.<br data-start=""712"" data-end=""715"" /><strong data-start=""717"" data-end=""747"">Ergonomik Taşıma Kolaylığı</strong> – Omuz askıları ve tutma sapı ile rahat taşıma imkanı.<br data-start=""802"" data-end=""805"" /><strong data-start=""807"" data-end=""828"">İç Sünger Kaplama</strong> – Darbe emici iç dizayn sayesinde kemanın zarar görmesini engeller.</p>",,Yaylılar,,TRUE,Title,Default Title,54645675,1,deny,manual,4562.5,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/452/d9388ef5-99c2-4894-b0cb-80b4efd6649c.jpg?revision=1743665206,
